"filename" "ftime" "timetext" "winddir" "windspeed" "gust10m" 0
"20May2001_13.tab" 21/5/2001 04:00:00 "21/03" "S" 5 1
"20May2001_13.tab" 21/5/2001 07:00:00 "21/06" "S" 8 1
"20May2001_13.tab" 21/5/2001 10:00:00 "21/09" "SSE" 12 1
"20May2001_13.tab" 21/5/2001 13:00:00 "21/12" "SSE" 18 1
"20May2001_13.tab" 21/5/2001 16:00:00 "21/15" "SSW" 17 1
"20May2001_13.tab" 21/5/2001 19:00:00 "21/18" "SW" 16 1
"20May2001_13.tab" 21/5/2001 22:00:00 "21/21" "SW" 18 1
"20May2001_13.tab" 22/5/2001 01:00:00 "22/00" "WSW" 17 1
"20May2001_13.tab" 22/5/2001 04:00:00 "22/03" "WSW" 17 1
"20May2001_13.tab" 22/5/2001 07:00:00 "22/06" "W" 18 1
"20May2001_13.tab" 22/5/2001 10:00:00 "22/09" "W" 17 1
"20May2001_13.tab" 22/5/2001 13:00:00 "22/12" "W" 18 1
"20May2001_13.tab" 22/5/2001 16:00:00 "22/15" "W" 14 1
"20May2001_13.tab" 22/5/2001 19:00:00 "22/18" "WSW" 11 1
"20May2001_13.tab" 22/5/2001 22:00:00 "22/21" "WSW" 10 1
"20May2001_13.tab" 23/5/2001 01:00:00 "23/00" "WSW" 11 1
"20May2001_13.tab" 23/5/2001 04:00:00 "23/03" "W" 11 1
"20May2001_13.tab" 23/5/2001 07:00:00 "23/06" "W" 10 1
"20May2001_13.tab" 23/5/2001 10:00:00 "23/09" "W" 10 1
"20May2001_13.tab" 23/5/2001 13:00:00 "23/12" "W" 9 1
"20Nov2000_02.tab" 20/11/2000 06:00:00 "20/06" "E" 14 1
"20Nov2000_02.tab" 20/11/2000 09:00:00 "20/09" "ESE" 14 1
"20Nov2000_02.tab" 20/11/2000 12:00:00 "20/12" "ESE" 14 1
"20Nov2000_02.tab" 20/11/2000 15:00:00 "20/15" "ESE" 14 1
"20Nov2000_02.tab" 20/11/2000 18:00:00 "20/18" "ESE" 16 1
"20Nov2000_02.tab" 20/11/2000 21:00:00 "20/21" "ESE" 18 1
"20Nov2000_02.tab" 21/11/2000 00:00:00 "21/00" "ESE" 20 1
"20Nov2000_02.tab" 21/11/2000 03:00:00 "21/03" "ESE" 22 1
"20Nov2000_02.tab" 21/11/2000 06:00:00 "21/06" "ESE" 22 1
"20Nov2000_02.tab" 21/11/2000 09:00:00 "21/09" "ESE" 20 1
"20Nov2000_02.tab" 21/11/2000 12:00:00 "21/12" "SE" 18 1
"20Nov2000_02.tab" 21/11/2000 15:00:00 "21/15" "SE" 16 1
"20Nov2000_02.tab" 21/11/2000 18:00:00 "21/18" "SE" 17 1
"20Nov2000_02.tab" 21/11/2000 21:00:00 "21/21" "SE" 18 1
"20Nov2000_02.tab" 22/11/2000 00:00:00 "22/00" "SE" 18 1
"20Nov2000_02.tab" 22/11/2000 03:00:00 "22/03" "SE" 18 1
"20Nov2000_02.tab" 22/11/2000 06:00:00 "22/06" "ESE" 18 1
"20Nov2000_02.tab" 22/11/2000 09:00:00 "22/09" "ESE" 16 1
"20Nov2000_02.tab" 22/11/2000 12:00:00 "22/12" "SE" 16 1
"20Nov2000_02.tab" 22/11/2000 15:00:00 "22/15" "ESE" 16 1
"20Nov2000_02.tab" 22/11/2000 18:00:00 "22/18" "ESE" 16 1
"20Nov2000_02.tab" 22/11/2000 21:00:00 "22/21" "ESE" 17 1
"20Nov2000_02.tab" 23/11/2000 00:00:00 "23/00" "E" 17 1
"20Nov2000_15.tab" 20/11/2000 18:00:00 "20/18" "ESE" 17 1
"20Nov2000_15.tab" 20/11/2000 21:00:00 "20/21" "ESE" 20 1
"20Nov2000_15.tab" 21/11/2000 00:00:00 "21/00" "ESE" 23 1
"20Nov2000_15.tab" 21/11/2000 03:00:00 "21/03" "ESE" 23 1
"20Nov2000_15.tab" 21/11/2000 06:00:00 "21/06" "ESE" 23 1
"20Nov2000_15.tab" 21/11/2000 09:00:00 "21/09" "SE" 23 1
"20Nov2000_15.tab" 21/11/2000 12:00:00 "21/12" "SE" 22 1
"20Nov2000_15.tab" 21/11/2000 15:00:00 "21/15" "SE" 23 1
"20Nov2000_15.tab" 21/11/2000 18:00:00 "21/18" "SE" 25 1
"20Nov2000_15.tab" 21/11/2000 21:00:00 "21/21" "SE" 26 1
"20Nov2000_15.tab" 22/11/2000 00:00:00 "22/00" "SE" 27 1
"20Nov2000_15.tab" 22/11/2000 03:00:00 "22/03" "SE" 27 1
"20Nov2000_15.tab" 22/11/2000 06:00:00 "22/06" "SE" 28 1
"20Nov2000_15.tab" 22/11/2000 09:00:00 "22/09" "SE" 29 1
"20Nov2000_15.tab" 22/11/2000 12:00:00 "22/12" "ESE" 32 1
"20Nov2000_15.tab" 22/11/2000 15:00:00 "22/15" "ESE" 33 1
"20Nov2000_15.tab" 22/11/2000 18:00:00 "22/18" "SE" 35 1
"20Nov2000_15.tab" 22/11/2000 21:00:00 "22/21" "SE" 36 1
"20Nov2000_15.tab" 23/11/2000 00:00:00 "23/00" "SE" 37 1
"20Nov2000_15.tab" 23/11/2000 03:00:00 "23/03" "SE" 30 1
"20Nov2000_15.tab" 23/11/2000 06:00:00 "23/06" "SSE" 28 1
"20Nov2000_15.tab" 23/11/2000 09:00:00 "23/09" "S" 25 1
"20Nov2000_15.tab" 23/11/2000 12:00:00 "23/12" "SSW" 23 1
"20Nov2001_03.tab" 20/11/2001 06:00:00 "20/06" "SSW" 28 1
"20Nov2001_03.tab" 20/11/2001 09:00:00 "20/09" "SSW" 30 1
"20Nov2001_03.tab" 20/11/2001 12:00:00 "20/12" "SW" 34 1
"20Nov2001_03.tab" 20/11/2001 15:00:00 "20/15" "WSW" 28 1
"20Nov2001_03.tab" 20/11/2001 18:00:00 "20/18" "WSW" 22 1
"20Nov2001_03.tab" 20/11/2001 21:00:00 "20/21" "WSW" 26 1
"20Nov2001_03.tab" 21/11/2001 00:00:00 "21/00" "SW" 30 1
"20Nov2001_03.tab" 21/11/2001 03:00:00 "21/03" "SW" 30 1
"20Nov2001_03.tab" 21/11/2001 06:00:00 "21/06" "SW" 32 1
"20Nov2001_03.tab" 21/11/2001 09:00:00 "21/09" "WSW" 34 1
"20Nov2001_03.tab" 21/11/2001 12:00:00 "21/12" "W" 36 1
"20Nov2001_03.tab" 21/11/2001 15:00:00 "21/15" "WNW" 36 1
"20Nov2001_03.tab" 21/11/2001 18:00:00 "21/18" "WNW" 38 1
"20Nov2001_03.tab" 21/11/2001 21:00:00 "21/21" "WNW" 38 1
"20Nov2001_03.tab" 22/11/2001 00:00:00 "22/00" "NW" 36 1
"20Nov2001_03.tab" 22/11/2001 03:00:00 "22/03" "NW" 34 1
"20Nov2001_03.tab" 22/11/2001 06:00:00 "22/06" "NW" 34 1
"20Nov2001_03.tab" 22/11/2001 09:00:00 "22/09" "NW" 32 1
"20Nov2001_03.tab" 22/11/2001 12:00:00 "22/12" "NW" 30 1
"20Nov2001_03.tab" 22/11/2001 15:00:00 "22/15" "NW" 26 1
"20Nov2001_03.tab" 22/11/2001 18:00:00 "22/18" "NW" 24 1
"20Nov2001_03.tab" 22/11/2001 21:00:00 "22/21" "NW" 18 1
"20Nov2001_03.tab" 23/11/2001 00:00:00 "23/00" "NW" 12 1
"20Nov2001_13.tab" 20/11/2001 18:00:00 "20/18" "SW" 24 1
"20Nov2001_13.tab" 20/11/2001 21:00:00 "20/21" "WSW" 22 1
"20Nov2001_13.tab" 21/11/2001 00:00:00 "21/00" "WSW" 23 1
"20Nov2001_13.tab" 21/11/2001 03:00:00 "21/03" "SW" 25 1
"20Nov2001_13.tab" 21/11/2001 06:00:00 "21/06" "SW" 25 1
"20Nov2001_13.tab" 21/11/2001 09:00:00 "21/09" "WSW" 27 1
"20Nov2001_13.tab" 21/11/2001 12:00:00 "21/12" "WSW" 30 1
"20Nov2001_13.tab" 21/11/2001 15:00:00 "21/15" "WNW" 31 1
"20Nov2001_13.tab" 21/11/2001 18:00:00 "21/18" "NW" 31 1
"20Nov2001_13.tab" 21/11/2001 21:00:00 "21/21" "NW" 32 1
"20Nov2001_13.tab" 22/11/2001 00:00:00 "22/00" "NW" 32 1
"20Nov2001_13.tab" 22/11/2001 03:00:00 "22/03" "NW" 33 1
"20Nov2001_13.tab" 22/11/2001 06:00:00 "22/06" "NNW" 35 1
"20Nov2001_13.tab" 22/11/2001 09:00:00 "22/09" "NNW" 33 1
"20Nov2001_13.tab" 22/11/2001 12:00:00 "22/12" "NNW" 33 1
"20Nov2001_13.tab" 22/11/2001 15:00:00 "22/15" "NNW" 29 1
"20Nov2001_13.tab" 22/11/2001 18:00:00 "22/18" "NNW" 25 1
"20Nov2001_13.tab" 22/11/2001 21:00:00 "22/21" "NNW" 21 1
"20Nov2001_13.tab" 23/11/2001 00:00:00 "23/00" "NNW" 16 1
"20Nov2001_13.tab" 23/11/2001 03:00:00 "23/03" "NW" 8 1
"20Nov2001_13.tab" 23/11/2001 06:00:00 "23/06" "SW" 4 1
"20Nov2001_13.tab" 23/11/2001 09:00:00 "23/09" "S" 14 1
"20Nov2001_13.tab" 23/11/2001 12:00:00 "23/12" "S" 25 1
"20Oct2000_03.tab" 20/10/2000 07:00:00 "20/06" "SSW" 21 1
"20Oct2000_03.tab" 20/10/2000 10:00:00 "20/09" "SSW" 20 1
"20Oct2000_03.tab" 20/10/2000 13:00:00 "20/12" "S" 20 1
"20Oct2000_03.tab" 20/10/2000 16:00:00 "20/15" "SSE" 22 1
"20Oct2000_03.tab" 20/10/2000 19:00:00 "20/18" "SSE" 24 1
"20Oct2000_03.tab" 20/10/2000 22:00:00 "20/21" "SSE" 26 1
"20Oct2000_03.tab" 21/10/2000 01:00:00 "21/00" "SSE" 28 1
"20Oct2000_03.tab" 21/10/2000 04:00:00 "21/03" "S" 28 1
"20Oct2000_03.tab" 21/10/2000 07:00:00 "21/06" "S" 28 1
"20Oct2000_03.tab" 21/10/2000 10:00:00 "21/09" "S" 21 1
"20Oct2000_03.tab" 21/10/2000 13:00:00 "21/12" "S" 15 1
"20Oct2000_03.tab" 21/10/2000 16:00:00 "21/15" "SSW" 17 1
"20Oct2000_03.tab" 21/10/2000 19:00:00 "21/18" "SW" 22 1
"20Oct2000_03.tab" 21/10/2000 22:00:00 "21/21" "SW" 28 1
"20Oct2000_03.tab" 22/10/2000 01:00:00 "22/00" "SW" 26 1
"20Oct2000_03.tab" 22/10/2000 04:00:00 "22/03" "SW" 22 1
"20Oct2000_03.tab" 22/10/2000 07:00:00 "22/06" "SW" 20 1
"20Oct2000_03.tab" 22/10/2000 10:00:00 "22/09" "SW" 18 1
"20Oct2000_03.tab" 22/10/2000 13:00:00 "22/12" "SSW" 18 1
"20Oct2000_03.tab" 22/10/2000 16:00:00 "22/15" "SSW" 18 1
"20Oct2000_03.tab" 22/10/2000 19:00:00 "22/18" "SSW" 20 1
"20Oct2000_03.tab" 22/10/2000 22:00:00 "22/21" "SSW" 24 1
"20Oct2000_03.tab" 23/10/2000 01:00:00 "23/00" "S" 30 1
"20Oct2000_15.tab" 20/10/2000 19:00:00 "20/18" "SSE" 26 1
"20Oct2000_15.tab" 20/10/2000 22:00:00 "20/21" "SSE" 28 1
"20Oct2000_15.tab" 21/10/2000 01:00:00 "21/00" "SSE" 29 1
"20Oct2000_15.tab" 21/10/2000 04:00:00 "21/03" "SSE" 28 1
"20Oct2000_15.tab" 21/10/2000 07:00:00 "21/06" "S" 27 1
"20Oct2000_15.tab" 21/10/2000 10:00:00 "21/09" "S" 18 1
"20Oct2000_15.tab" 21/10/2000 13:00:00 "21/12" "SSW" 21 1
"20Oct2000_15.tab" 21/10/2000 16:00:00 "21/15" "SW" 16 1
"20Oct2000_15.tab" 21/10/2000 19:00:00 "21/18" "SW" 14 1
"20Oct2000_15.tab" 21/10/2000 22:00:00 "21/21" "WSW" 13 1
"20Oct2000_15.tab" 22/10/2000 01:00:00 "22/00" "W" 14 1
"20Oct2000_15.tab" 22/10/2000 04:00:00 "22/03" "WSW" 15 1
"20Oct2000_15.tab" 22/10/2000 07:00:00 "22/06" "SW" 15 1
"20Oct2000_15.tab" 22/10/2000 10:00:00 "22/09" "SW" 17 1
"20Oct2000_15.tab" 22/10/2000 13:00:00 "22/12" "SSW" 20 1
"20Oct2000_15.tab" 22/10/2000 16:00:00 "22/15" "SSW" 22 1
"20Oct2000_15.tab" 22/10/2000 19:00:00 "22/18" "SSW" 25 1
"20Oct2000_15.tab" 22/10/2000 22:00:00 "22/21" "S" 27 1
"20Oct2000_15.tab" 23/10/2000 01:00:00 "23/00" "S" 30 1
"20Oct2000_15.tab" 23/10/2000 04:00:00 "23/03" "S" 29 1
"20Oct2000_15.tab" 23/10/2000 07:00:00 "23/06" "S" 26 1
"20Oct2000_15.tab" 23/10/2000 10:00:00 "23/09" "SSW" 24 1
"20Oct2000_15.tab" 23/10/2000 13:00:00 "23/12" "SSW" 23 1
"20Oct2001_03.tab" 20/10/2001 07:00:00 "20/06" "SE" 10 1
"20Oct2001_03.tab" 20/10/2001 10:00:00 "20/09" "SE" 10 1
"20Oct2001_03.tab" 20/10/2001 13:00:00 "20/12" "SE" 10 1
"20Oct2001_03.tab" 20/10/2001 16:00:00 "20/15" "SE" 10 1
"20Oct2001_03.tab" 20/10/2001 19:00:00 "20/18" "ESE" 11 1
"20Oct2001_03.tab" 20/10/2001 22:00:00 "20/21" "ESE" 12 1
"20Oct2001_03.tab" 21/10/2001 01:00:00 "21/00" "ESE" 13 1
"20Oct2001_03.tab" 21/10/2001 04:00:00 "21/03" "ESE" 14 1
"20Oct2001_03.tab" 21/10/2001 07:00:00 "21/06" "ESE" 14 1
"20Oct2001_03.tab" 21/10/2001 10:00:00 "21/09" "E" 14 1
"20Oct2001_03.tab" 21/10/2001 13:00:00 "21/12" "E" 14 1
"20Oct2001_03.tab" 21/10/2001 16:00:00 "21/15" "E" 14 1
"20Oct2001_03.tab" 21/10/2001 19:00:00 "21/18" "ENE" 16 1
"20Oct2001_03.tab" 21/10/2001 22:00:00 "21/21" "ENE" 18 1
"20Oct2001_03.tab" 22/10/2001 01:00:00 "22/00" "ENE" 20 1
"20Oct2001_03.tab" 22/10/2001 04:00:00 "22/03" "ENE" 20 1
"20Oct2001_03.tab" 22/10/2001 07:00:00 "22/06" "ENE" 20 1
"20Oct2001_03.tab" 22/10/2001 10:00:00 "22/09" "ENE" 20 1
"20Oct2001_03.tab" 22/10/2001 13:00:00 "22/12" "ENE" 20 1
"20Oct2001_03.tab" 22/10/2001 16:00:00 "22/15" "E" 20 1
"20Oct2001_03.tab" 22/10/2001 19:00:00 "22/18" "E" 20 1
"20Oct2001_03.tab" 22/10/2001 22:00:00 "22/21" "E" 20 1
"20Oct2001_03.tab" 23/10/2001 01:00:00 "23/00" "E" 22 1
"20Sep2000_04.tab" 20/9/2000 07:00:00 "20/06" "SE" 24 1
"20Sep2000_04.tab" 20/9/2000 10:00:00 "20/09" "SE" 24 1
"20Sep2000_04.tab" 20/9/2000 13:00:00 "20/12" "SE" 24 1
"20Sep2000_04.tab" 20/9/2000 16:00:00 "20/15" "SE" 26 1
"20Sep2000_04.tab" 20/9/2000 19:00:00 "20/18" "SE" 29 1
"20Sep2000_04.tab" 20/9/2000 22:00:00 "20/21" "SE" 29 1
"20Sep2000_04.tab" 21/9/2000 01:00:00 "21/00" "SE" 28 1
"20Sep2000_04.tab" 21/9/2000 04:00:00 "21/03" "SSE" 28 1
"20Sep2000_04.tab" 21/9/2000 07:00:00 "21/06" "SSE" 26 1
"20Sep2000_04.tab" 21/9/2000 10:00:00 "21/09" "SSE" 26 1
"20Sep2000_04.tab" 21/9/2000 13:00:00 "21/12" "SSE" 26 1
"20Sep2000_04.tab" 21/9/2000 16:00:00 "21/15" "SSE" 26 1
"20Sep2000_04.tab" 21/9/2000 19:00:00 "21/18" "SSE" 26 1
"20Sep2000_04.tab" 21/9/2000 22:00:00 "21/21" "SSE" 26 1
"20Sep2000_04.tab" 22/9/2000 01:00:00 "22/00" "SSE" 28 1
"20Sep2000_04.tab" 22/9/2000 04:00:00 "22/03" "SSE" 29 1
"20Sep2000_04.tab" 22/9/2000 07:00:00 "22/06" "SSE" 29 1
"20Sep2000_04.tab" 22/9/2000 10:00:00 "22/09" "SSE" 30 1
"20Sep2000_04.tab" 22/9/2000 13:00:00 "22/12" "SSE" 30 1
"20Sep2000_04.tab" 22/9/2000 16:00:00 "22/15" "SSE" 25 1
"20Sep2000_04.tab" 22/9/2000 19:00:00 "22/18" "SSE" 24 1
"20Sep2000_04.tab" 22/9/2000 22:00:00 "22/21" "SSE" 23 1
"20Sep2000_04.tab" 23/9/2000 01:00:00 "23/00" "SSE" 22 1
"20Sep2000_15.tab" 20/9/2000 19:00:00 "20/18" "SE" 25 1
"20Sep2000_15.tab" 20/9/2000 22:00:00 "20/21" "SE" 26 1
"20Sep2000_15.tab" 21/9/2000 01:00:00 "21/00" "SE" 28 1
"20Sep2000_15.tab" 21/9/2000 04:00:00 "21/03" "SE" 27 1
"20Sep2000_15.tab" 21/9/2000 07:00:00 "21/06" "SSE" 24 1
"20Sep2000_15.tab" 21/9/2000 10:00:00 "21/09" "SSE" 23 1
"20Sep2000_15.tab" 21/9/2000 13:00:00 "21/12" "SSE" 23 1
"20Sep2000_15.tab" 21/9/2000 16:00:00 "21/15" "SSE" 23 1
"20Sep2000_15.tab" 21/9/2000 19:00:00 "21/18" "SSE" 23 1
"20Sep2000_15.tab" 21/9/2000 22:00:00 "21/21" "SSE" 26 1
"20Sep2000_15.tab" 22/9/2000 01:00:00 "22/00" "SSE" 28 1
"20Sep2000_15.tab" 22/9/2000 04:00:00 "22/03" "SSE" 28 1
"20Sep2000_15.tab" 22/9/2000 07:00:00 "22/06" "SSE" 29 1
"20Sep2000_15.tab" 22/9/2000 10:00:00 "22/09" "SSE" 30 1
"20Sep2000_15.tab" 22/9/2000 13:00:00 "22/12" "SSE" 30 1
"20Sep2000_15.tab" 22/9/2000 16:00:00 "22/15" "SSE" 31 1
"20Sep2000_15.tab" 22/9/2000 19:00:00 "22/18" "SSE" 31 1
"20Sep2000_15.tab" 22/9/2000 22:00:00 "22/21" "SSE" 32 1
"20Sep2000_15.tab" 23/9/2000 01:00:00 "23/00" "SSE" 32 1
"20Sep2000_15.tab" 23/9/2000 04:00:00 "23/03" "S" 26 1
"20Sep2000_15.tab" 23/9/2000 07:00:00 "23/06" "S" 22 1
"20Sep2000_15.tab" 23/9/2000 10:00:00 "23/09" "SSW" 19 1
"20Sep2000_15.tab" 23/9/2000 13:00:00 "23/12" "SSW" 16 1
"21Apr2001_02.tab" 21/4/2001 07:00:00 "21/06" "SSW" 10 1
"21Apr2001_02.tab" 21/4/2001 10:00:00 "21/09" "SSW" 12 1
"21Apr2001_02.tab" 21/4/2001 13:00:00 "21/12" "S" 14 1
"21Apr2001_02.tab" 21/4/2001 16:00:00 "21/15" "S" 15 1
"21Apr2001_02.tab" 21/4/2001 19:00:00 "21/18" "S" 15 1
"21Apr2001_02.tab" 21/4/2001 22:00:00 "21/21" "S" 15 1
"21Apr2001_02.tab" 22/4/2001 01:00:00 "22/00" "S" 15 1
"21Apr2001_02.tab" 22/4/2001 04:00:00 "22/03" "SSE" 17 1
"21Apr2001_02.tab" 22/4/2001 07:00:00 "22/06" "SSE" 19 1
"21Apr2001_02.tab" 22/4/2001 10:00:00 "22/09" "SSE" 19 1
"21Apr2001_02.tab" 22/4/2001 13:00:00 "22/12" "SSE" 19 1
"21Apr2001_02.tab" 22/4/2001 16:00:00 "22/15" "SSE" 17 1
"21Apr2001_02.tab" 22/4/2001 19:00:00 "22/18" "SSE" 15 1
"21Apr2001_02.tab" 22/4/2001 22:00:00 "22/21" "SE" 14 1
"21Apr2001_02.tab" 23/4/2001 01:00:00 "23/00" "SE" 14 1
"21Apr2001_02.tab" 23/4/2001 04:00:00 "23/03" "SE" 13 1
"21Apr2001_02.tab" 23/4/2001 07:00:00 "23/06" "SE" 11 1
"21Apr2001_02.tab" 23/4/2001 10:00:00 "23/09" "ESE" 8 1
"21Apr2001_02.tab" 23/4/2001 13:00:00 "23/12" "ESE" 8 1
"21Apr2001_02.tab" 23/4/2001 16:00:00 "23/15" "NE" 8 1
"21Apr2001_02.tab" 23/4/2001 19:00:00 "23/18" "E" 9 1
"21Apr2001_02.tab" 23/4/2001 22:00:00 "23/21" "ENE" 10 1
"21Apr2001_02.tab" 24/4/2001 01:00:00 "24/00" "NE" 11 1
"21Apr2001_15.tab" 21/4/2001 19:00:00 "21/18" "S" 17 1
"21Apr2001_15.tab" 21/4/2001 22:00:00 "21/21" "S" 19 1
"21Apr2001_15.tab" 22/4/2001 01:00:00 "22/00" "S" 22 1
"21Apr2001_15.tab" 22/4/2001 04:00:00 "22/03" "S" 22 1
"21Apr2001_15.tab" 22/4/2001 07:00:00 "22/06" "S" 21 1
"21Apr2001_15.tab" 22/4/2001 10:00:00 "22/09" "S" 20 1
"21Apr2001_15.tab" 22/4/2001 13:00:00 "22/12" "S" 20 1
"21Apr2001_15.tab" 22/4/2001 16:00:00 "22/15" "SSE" 19 1
"21Apr2001_15.tab" 22/4/2001 19:00:00 "22/18" "SSE" 18 1
"21Apr2001_15.tab" 22/4/2001 22:00:00 "22/21" "SSE" 17 1
"21Apr2001_15.tab" 23/4/2001 01:00:00 "23/00" "SE" 16 1
"21Apr2001_15.tab" 23/4/2001 04:00:00 "23/03" "SE" 14 1
"21Apr2001_15.tab" 23/4/2001 07:00:00 "23/06" "SE" 12 1
"21Apr2001_15.tab" 23/4/2001 10:00:00 "23/09" "SE" 10 1
"21Apr2001_15.tab" 23/4/2001 13:00:00 "23/12" "SE" 9 1
"21Apr2001_15.tab" 23/4/2001 16:00:00 "23/15" "ESE" 9 1
"21Apr2001_15.tab" 23/4/2001 19:00:00 "23/18" "E" 9 1
"21Apr2001_15.tab" 23/4/2001 22:00:00 "23/21" "ENE" 9 1
"21Apr2001_15.tab" 24/4/2001 01:00:00 "24/00" "NE" 11 1
"21Apr2001_15.tab" 24/4/2001 04:00:00 "24/03" "NE" 12 1
"21Apr2001_15.tab" 24/4/2001 07:00:00 "24/06" "NE" 14 1
"21Apr2001_15.tab" 24/4/2001 10:00:00 "24/09" "NNE" 15 1
"21Apr2001_15.tab" 24/4/2001 13:00:00 "24/12" "NNE" 15 1
"21Apr2002_04.tab" 21/4/2002 07:00:00 "21/06" "SSW" 24 1
"21Apr2002_04.tab" 21/4/2002 10:00:00 "21/09" "S" 22 1
"21Apr2002_04.tab" 21/4/2002 13:00:00 "21/12" "S" 20 1
"21Apr2002_04.tab" 21/4/2002 16:00:00 "21/15" "S" 21 1
"21Apr2002_04.tab" 21/4/2002 19:00:00 "21/18" "S" 24 1
"21Apr2002_04.tab" 21/4/2002 22:00:00 "21/21" "SSW" 25 1
"21Apr2002_04.tab" 22/4/2002 01:00:00 "22/00" "SSW" 27 1
"21Apr2002_04.tab" 22/4/2002 04:00:00 "22/03" "SSW" 26 1
"21Apr2002_04.tab" 22/4/2002 07:00:00 "22/06" "SSW" 24 1
"21Apr2002_04.tab" 22/4/2002 10:00:00 "22/09" "SSW" 25 1
"21Apr2002_04.tab" 22/4/2002 13:00:00 "22/12" "SW" 26 1
"21Apr2002_04.tab" 22/4/2002 16:00:00 "22/15" "SW" 25 1
"21Apr2002_04.tab" 22/4/2002 19:00:00 "22/18" "SW" 24 1
"21Apr2002_04.tab" 22/4/2002 22:00:00 "22/21" "SW" 24 1
"21Apr2002_04.tab" 23/4/2002 01:00:00 "23/00" "WSW" 24 1
"21Apr2002_04.tab" 23/4/2002 04:00:00 "23/03" "WSW" 24 1
"21Apr2002_04.tab" 23/4/2002 07:00:00 "23/06" "WSW" 24 1
"21Apr2002_04.tab" 23/4/2002 10:00:00 "23/09" "WSW" 24 1
"21Apr2002_04.tab" 23/4/2002 13:00:00 "23/12" "WSW" 24 1
"21Apr2002_04.tab" 23/4/2002 16:00:00 "23/15" "WSW" 23 1
"21Apr2002_04.tab" 23/4/2002 19:00:00 "23/18" "WSW" 22 1
"21Apr2002_04.tab" 23/4/2002 22:00:00 "23/21" "WSW" 21 1
"21Apr2002_04.tab" 24/4/2002 01:00:00 "24/00" "WSW" 21 1
"21Apr2002_14.tab" 21/4/2002 19:00:00 "21/18" "S" 27 1
"21Apr2002_14.tab" 21/4/2002 22:00:00 "21/21" "SSW" 26 1
"21Apr2002_14.tab" 22/4/2002 01:00:00 "22/00" "SSW" 26 1
"21Apr2002_14.tab" 22/4/2002 04:00:00 "22/03" "SSW" 24 1
"21Apr2002_14.tab" 22/4/2002 07:00:00 "22/06" "SSW" 23 1
"21Apr2002_14.tab" 22/4/2002 10:00:00 "22/09" "SSW" 23 1
"21Apr2002_14.tab" 22/4/2002 13:00:00 "22/12" "SW" 24 1
"21Apr2002_14.tab" 22/4/2002 16:00:00 "22/15" "SW" 25 1
"21Apr2002_14.tab" 22/4/2002 19:00:00 "22/18" "SW" 25 1
"21Apr2002_14.tab" 22/4/2002 22:00:00 "22/21" "SW" 25 1
"21Apr2002_14.tab" 23/4/2002 01:00:00 "23/00" "WSW" 23 1
"21Apr2002_14.tab" 23/4/2002 04:00:00 "23/03" "WSW" 23 1
"21Apr2002_14.tab" 23/4/2002 07:00:00 "23/06" "WSW" 23 1
"21Apr2002_14.tab" 23/4/2002 10:00:00 "23/09" "WSW" 24 1
"21Apr2002_14.tab" 23/4/2002 13:00:00 "23/12" "WSW" 26 1
"21Apr2002_14.tab" 23/4/2002 16:00:00 "23/15" "SW" 27 1
"21Apr2002_14.tab" 23/4/2002 19:00:00 "23/18" "SW" 28 1
"21Apr2002_14.tab" 23/4/2002 22:00:00 "23/21" "SW" 27 1
"21Apr2002_14.tab" 24/4/2002 01:00:00 "24/00" "SW" 27 1
"21Apr2002_14.tab" 24/4/2002 04:00:00 "24/03" "SW" 27 1
"21Apr2002_14.tab" 24/4/2002 07:00:00 "24/06" "SW" 25 1
"21Apr2002_14.tab" 24/4/2002 10:00:00 "24/09" "SW" 23 1
"21Apr2002_14.tab" 24/4/2002 13:00:00 "24/12" "SW" 22 1
"21Aug2000_17.tab" 21/8/2000 19:00:00 "21/18" "NW" 11 1
"21Aug2000_17.tab" 21/8/2000 22:00:00 "21/21" "NW" 10 1
"21Aug2000_17.tab" 22/8/2000 01:00:00 "22/00" "NW" 9 1
"21Aug2000_17.tab" 22/8/2000 04:00:00 "22/03" "NNW" 8 1
"21Aug2000_17.tab" 22/8/2000 07:00:00 "22/06" "NNW" 7 1
"21Aug2000_17.tab" 22/8/2000 10:00:00 "22/09" "NNW" 7 1
"21Aug2000_17.tab" 22/8/2000 13:00:00 "22/12" "NNW" 8 1
"21Aug2000_17.tab" 22/8/2000 16:00:00 "22/15" "NW" 7 1
"21Aug2000_17.tab" 22/8/2000 19:00:00 "22/18" "NW" 7 1
"21Aug2000_17.tab" 22/8/2000 22:00:00 "22/21" "WNW" 7 1
"21Aug2000_17.tab" 23/8/2000 01:00:00 "23/00" "W" 10 1
"21Aug2000_17.tab" 23/8/2000 04:00:00 "23/03" "W" 12 1
"21Aug2000_17.tab" 23/8/2000 07:00:00 "23/06" "W" 13 1
"21Aug2000_17.tab" 23/8/2000 10:00:00 "23/09" "WSW" 15 1
"21Aug2000_17.tab" 23/8/2000 13:00:00 "23/12" "WSW" 17 1
"21Aug2000_17.tab" 23/8/2000 16:00:00 "23/15" "WSW" 20 1
"21Aug2000_17.tab" 23/8/2000 19:00:00 "23/18" "SW" 24 1
"21Aug2000_17.tab" 23/8/2000 22:00:00 "23/21" "SW" 28 1
"21Aug2000_17.tab" 24/8/2000 01:00:00 "24/00" "SW" 30 1
